Unnamed: 0.1,Unnamed: 0,instruct,qa
54,54,"प्रश्न: लिआ ने पड़ोस में काम करते हुए 28 डॉलर कमाए। उसने इसका एक-सातवां हिस्सा एक मिल्कशेक पर खर्च किया और बाकी का आधा हिस्सा अपने बचत खाते में डाल दिया। उसने बचे हुए पैसे अपने बटुए में छोड़ दिए। उसके कुत्ते ने उसके बटुए को पकड़ लिया और एक डॉलर को छोड़कर उसके अंदर के सारे पैसे चकनाचूर कर दिए। लीह ने कितने डॉलर खोए? उत्तर: चलो एक-एक करके सोचें। लीह ने एक मिल्कशेक पर 28 / 7 = $ <<28/7=4>> 4 खर्च किया। वह 28 - 4 = $ <<28-4=24>> 24 छोड़ दिया था। उसने आधा अपने बचत खाते में और आधा अपने बटुए में रखा, तो उसके बटुए में 24 / 2 = $ <<24/2=12>> 12 था। उसके कुत्ते ने उसके बटुए में 1 डॉलर के अलावा सभी पैसे चकनाचूर कर दिए, इसलिए लीह ने 12 - 1 = $ <<12-1=11>> 11 खो दिया। #### 11","प्रश्न: लिआ ने पड़ोस में काम करते हुए 28 डॉलर कमाए। उसने इसका एक-सातवां हिस्सा एक मिल्कशेक पर खर्च किया और बाकी का आधा हिस्सा अपने बचत खाते में डाल दिया। उसने बचे हुए पैसे अपने बटुए में छोड़ दिए। उसके कुत्ते ने उसके बटुए को पकड़ लिया और एक डॉलर को छोड़कर उसके अंदर के सारे पैसे चकनाचूर कर दिए। लीह ने कितने डॉलर खोए? उत्तर: चलो एक-एक करके सोचें। लीह ने एक मिल्कशेक पर 28 / 7 = $ <<28/7=4>> 4 खर्च किया। वह 28 - 4 = $ <<28-4=24>> 24 छोड़ दिया था। उसने आधा अपने बचत खाते में और आधा अपने बटुए में रखा, तो उसके बटुए में 24 / 2 = $ <<24/2=12>> 12 था। उसके कुत्ते ने उसके बटुए में 1 डॉलर के अलावा सभी पैसे चकनाचूर कर दिए, इसलिए लीह ने 12 - 1 = $ <<12-1=11>> 11 खो दिया। उत्तर है 11"
55,55,प्रश्न: एक बगीचे में 25 गुलाब हैं। वहाँ 40 ट्यूलिप हैं। 35 डेज़ी हैं। कितने प्रतिशत फूल गुलाब नहीं हैं? उत्तर: चलो एक-एक करके सोचें। 25+40+35= <<25+40+35=100>> कुल 100 फूल हैं। 40+35= <<40+35=75>> 75 फूल हैं जो गुलाब नहीं हैं। अतः (75/100) *100= <<(75/100)*100=75>> 75% फूल गुलाब नहीं हैं। #### 75,प्रश्न: एक बगीचे में 25 गुलाब हैं। वहाँ 40 ट्यूलिप हैं। 35 डेज़ी हैं। कितने प्रतिशत फूल गुलाब नहीं हैं? उत्तर: चलो एक-एक करके सोचें। 25+40+35= <<25+40+35=100>> कुल 100 फूल हैं। 40+35= <<40+35=75>> 75 फूल हैं जो गुलाब नहीं हैं। अतः (75/100) *100= <<(75/100)*100=75>> 75% फूल गुलाब नहीं हैं। जवाब है 75
56,56,"प्रश्न: लियो के कार्य को तीन भागों में विभाजित किया गया था। उसने अपना पहला भाग 25 मिनट में पूरा कर लिया। उसे दूसरा भाग पूरा करने में दोगुना समय लगा। यदि वह 2 घंटे में अपना कार्य पूरा करने में सक्षम था, तो लियो ने कार्य के तीसरे भाग को कितने मिनट में पूरा किया? उत्तर: चलो एक-एक करके सोचें। लियो को कार्य के दूसरे भाग को पूरा करने में 25 x 2 = <<25*2=50>> 50 मिनट लगे। लियो ने 25 + 50 = <<25+50=75>> 75 मिनट में असाइनमेंट के पहले और दूसरे भाग को पूरा किया। उन्होंने 60 x 2 = <<60*2=120>> 120 मिनट में पूरा कार्य पूरा कर लिया। अतः लियो को कार्य के तीसरे भाग को पूरा करने में 120 - 75 = <<120-75=45>> 45 मिनट का समय लगा। #### 45","प्रश्न: लियो के कार्य को तीन भागों में विभाजित किया गया था। उसने अपना पहला भाग 25 मिनट में पूरा कर लिया। उसे दूसरा भाग पूरा करने में दोगुना समय लगा। यदि वह 2 घंटे में अपना कार्य पूरा करने में सक्षम था, तो लियो ने कार्य के तीसरे भाग को कितने मिनट में पूरा किया? उत्तर: चलो एक-एक करके सोचें। लियो को कार्य के दूसरे भाग को पूरा करने में 25 x 2 = <<25*2=50>> 50 मिनट लगे। लियो ने 25 + 50 = <<25+50=75>> 75 मिनट में असाइनमेंट के पहले और दूसरे भाग को पूरा किया। उन्होंने 60 x 2 = <<60*2=120>> 120 मिनट में पूरा कार्य पूरा कर लिया। अतः लियो को कार्य के तीसरे भाग को पूरा करने में 120 - 75 = <<120-75=45>> 45 मिनट का समय लगा। उत्तर है 45"
57,57,"प्रश्न: लिज़ा ने कुकीज़ बनाने के लिए 10 किलोग्राम मक्खन खरीदा। वह चॉकलेट चिप कुकीज़ के लिए आधा इस्तेमाल किया, मूंगफली का मक्खन कुकीज़ के लिए एक-पांचवें, और चीनी कुकीज़ के लिए बचे हुए मक्खन का एक तिहाई। उन तीन प्रकार के कुकीज़ बनाने के बाद कितने किलोग्राम मक्खन बचे हैं? उत्तर: चलो एक-एक करके सोचें। लिज़ा ने चॉकलेट चिप कुकीज़ के लिए 10/2 = <<10/2=5>> 5 किलोग्राम मक्खन का इस्तेमाल किया। फिर, उसने मूंगफली के मक्खन के कुकीज़ के लिए 10/5 = <<10/5=2>> 2 किलोग्राम मक्खन का इस्तेमाल किया। उसने चॉकलेट और मूंगफली के मक्खन के कुकीज़ के लिए 5 + 2 = <<5+2=7>> 7 किलोग्राम मक्खन का इस्तेमाल किया। तो, केवल 10 -7 = <<10-7=3>> 3 किलोग्राम मक्खन बचा था। फिर, लिज़ा ने 3/3 = <<3/3=1>> 1 किलोग्राम मक्खन का उपयोग चीनी कुकीज़ के लिए किया। इसलिए, केवल 3-1 = <<3-1=2>> 2 किलोग्राम मक्खन बचा था। #### 2","प्रश्न: लिज़ा ने कुकीज़ बनाने के लिए 10 किलोग्राम मक्खन खरीदा। वह चॉकलेट चिप कुकीज़ के लिए आधा इस्तेमाल किया, मूंगफली का मक्खन कुकीज़ के लिए एक-पांचवें, और चीनी कुकीज़ के लिए बचे हुए मक्खन का एक तिहाई। उन तीन प्रकार के कुकीज़ बनाने के बाद कितने किलोग्राम मक्खन बचे हैं? उत्तर: चलो एक-एक करके सोचें। लिज़ा ने चॉकलेट चिप कुकीज़ के लिए 10/2 = <<10/2=5>> 5 किलोग्राम मक्खन का इस्तेमाल किया। फिर, उसने मूंगफली के मक्खन के कुकीज़ के लिए 10/5 = <<10/5=2>> 2 किलोग्राम मक्खन का इस्तेमाल किया। उसने चॉकलेट और मूंगफली के मक्खन के कुकीज़ के लिए 5 + 2 = <<5+2=7>> 7 किलोग्राम मक्खन का इस्तेमाल किया। तो, केवल 10 -7 = <<10-7=3>> 3 किलोग्राम मक्खन बचा था। फिर, लिज़ा ने 3/3 = <<3/3=1>> 1 किलोग्राम मक्खन का उपयोग चीनी कुकीज़ के लिए किया। इसलिए, केवल 3-1 = <<3-1=2>> 2 किलोग्राम मक्खन बचा था। उत्तर है 2"
58,58,"प्रश्न: एक सांख्यिकी छात्र माध्यमिक विद्यालय के विद्यार्थियों का औसत दैनिक भत्ता जानना चाहता है। उनके सर्वेक्षण के अनुसार, दो तिहाई छात्रों को प्रति दिन औसतन 6 डॉलर का भत्ता मिलता है जबकि बाकी को औसतन 4 डॉलर प्रति दिन मिलता है। यदि उन्होंने 60 छात्रों का सर्वेक्षण किया, तो उन 60 छात्रों को एक दिन में कुल कितना पैसा मिलता है? उत्तर: चलो एक-एक करके सोचें। 60 छात्र x 2/3 = <<60*2/3=40>> 40 छात्र हैं जिनके पास $ 6 दैनिक भत्ता है। जबकि 60 छात्र हैं - 40 छात्र = <<60-40=20>> 20 छात्र जिनके पास $ 4 दैनिक भत्ता है। प्रतिदिन $6 प्राप्त करने वाले 40 विद्यार्थियों के भत्ते का योग 40 छात्र x $6/दिन = $<<40*6=240>> 240 है। प्रतिदिन $4 प्राप्त करने वाले 20 विद्यार्थियों के भत्ते का योग 20 छात्र x $4/दिन = $<<20*4=80>> 80 है। उन 60 छात्रों की कुल दैनिक राशि $240 + $80 = $ <<240+80=320>> 320 है। #### 320","प्रश्न: एक सांख्यिकी छात्र माध्यमिक विद्यालय के विद्यार्थियों का औसत दैनिक भत्ता जानना चाहता है। उनके सर्वेक्षण के अनुसार, दो तिहाई छात्रों को प्रति दिन औसतन 6 डॉलर का भत्ता मिलता है जबकि बाकी को औसतन 4 डॉलर प्रति दिन मिलता है। यदि उन्होंने 60 छात्रों का सर्वेक्षण किया, तो उन 60 छात्रों को एक दिन में कुल कितना पैसा मिलता है? उत्तर: चलो एक-एक करके सोचें। 60 छात्र x 2/3 = <<60*2/3=40>> 40 छात्र हैं जिनके पास $ 6 दैनिक भत्ता है। जबकि 60 छात्र हैं - 40 छात्र = <<60-40=20>> 20 छात्र जिनके पास $ 4 दैनिक भत्ता है। प्रतिदिन $6 प्राप्त करने वाले 40 विद्यार्थियों के भत्ते का योग 40 छात्र x $6/दिन = $<<40*6=240>> 240 है। प्रतिदिन $4 प्राप्त करने वाले 20 विद्यार्थियों के भत्ते का योग 20 छात्र x $4/दिन = $<<20*4=80>> 80 है। उन 60 छात्रों की कुल दैनिक राशि $240 + $80 = $ <<240+80=320>> 320 है। जवाब है 320"
59,59,"प्रश्न: हर घंटे जोआन को मॉल के अंदर के फव्वारे से सिक्के इकट्ठा करने पड़ते हैं। पहले घंटे के दौरान उसने 15 सिक्के इकट्ठा किए। अगले दो घंटों के लिए, उसने फव्वारे से 35 सिक्के इकट्ठा किए। चौथे घंटे में, उसने फव्वारे से 50 सिक्के इकट्ठा किए लेकिन उसने उनमें से 15 अपने सहकर्मी को दिए ताकि वह सोडा खरीद सके। चौथे घंटे के बाद उसके पास कितने सिक्के थे? उत्तर: चलो एक-एक करके सोचें। 15 सिक्के एक घंटे में एकत्र किए गए 35 सिक्के दो घंटे में एकत्र किए गए 35 सिक्के तीन घंटे में एकत्र किए गए 50 सिक्के चार घंटे में एकत्र किए गए उसके सहकर्मी को कुछ सिक्के देने से पहले 15+35+35+50= <<15+35+35+50=135>> 135 सिक्के थे उसके सहकर्मी को 15 दिए जाने के बाद सिक्कों की संख्या 135-15= <<135-15=120>> 120 #### 120 है","प्रश्न: हर घंटे जोआन को मॉल के अंदर के फव्वारे से सिक्के इकट्ठा करने पड़ते हैं। पहले घंटे के दौरान उसने 15 सिक्के इकट्ठा किए। अगले दो घंटों के लिए, उसने फव्वारे से 35 सिक्के इकट्ठा किए। चौथे घंटे में, उसने फव्वारे से 50 सिक्के इकट्ठा किए लेकिन उसने उनमें से 15 अपने सहकर्मी को दिए ताकि वह सोडा खरीद सके। चौथे घंटे के बाद उसके पास कितने सिक्के थे? उत्तर: चलो एक-एक करके सोचें। एक घंटे में 15 सिक्के एकत्र किए गए एक घंटे में 35 सिक्के एकत्र किए गए दो घंटे में 35 सिक्के एकत्र किए गए तीन घंटे में 50 सिक्के एकत्र किए गए चार घंटे में उसके सहकर्मी को कुछ सिक्के देने से पहले 15+35+35+50 = <<15+35+35+50=135>> 135 सिक्के थे उसके सहकर्मी को 15 दिए जाने के बाद सिक्कों की संख्या 135-15 = <<135-15=120>> 120 है उत्तर 120 है"
60,60,"प्रश्न: जेरी की दो बेटियां अलग-अलग टीमों में सॉफ्टबॉल खेलती हैं। उनके पास इस सीजन में 8 मैच हैं। प्रत्येक टीम अपने द्वारा खेले जाने वाले प्रत्येक खेल के लिए 4 घंटे अभ्यास करती है। यदि प्रत्येक खेल 2 घंटे तक चलता है, तो जेरी अपनी बेटियों को खेलते और अभ्यास करते हुए कितने घंटे मैदान पर बिताएगा? उत्तर: चलो एक-एक करके सोचें। जेरी 8 गेम x 2 घंटे प्रति गेम = <<8*2=16>> 16 घंटे एक बेटी को उसके गेम खेलते हुए देखेगा। वह 16 x 2 = <<16*2=32>> 32 घंटे दोनों बेटियों को खेलते हुए देखेगा। वह 8 खेल x 4 घंटे अभ्यास = <<8*4=32>> 32 घंटे एक बेटी को अभ्यास करते हुए देखेगा। वह 32 x 2 = <<32*2=64>> 64 घंटे दोनों बेटियों को अभ्यास करते हुए देखेगा। वह कुल 32 घंटे खेल देखना + 64 घंटे अभ्यास देखना = <<32+64=96>> 96 घंटे व्यतीत करेगा। #### 96","प्रश्न: जेरी की दो बेटियां अलग-अलग टीमों में सॉफ्टबॉल खेलती हैं। उनके पास इस सीजन में 8 मैच हैं। प्रत्येक टीम अपने द्वारा खेले जाने वाले प्रत्येक खेल के लिए 4 घंटे अभ्यास करती है। यदि प्रत्येक खेल 2 घंटे तक चलता है, तो जेरी अपनी बेटियों को खेलते और अभ्यास करते हुए कितने घंटे मैदान पर बिताएगा? उत्तर: चलो एक-एक करके सोचें। जेरी 8 गेम x 2 घंटे प्रति गेम = <<8*2=16>> 16 घंटे एक बेटी को उसके गेम खेलते हुए देखेगा। वह 16 x 2 = <<16*2=32>> 32 घंटे दोनों बेटियों को खेलते हुए देखेगा। वह 8 खेल x 4 घंटे अभ्यास = <<8*4=32>> 32 घंटे एक बेटी को अभ्यास करते हुए देखेगा। वह 32 x 2 = <<32*2=64>> 64 घंटे दोनों बेटियों को अभ्यास करते हुए देखेगा। वह कुल 32 घंटे खेल देखना + 64 घंटे अभ्यास देखना = <<32+64=96>> 96 घंटे व्यतीत करेगा। उत्तर है 96"
61,61,"प्रश्न: एक भालू सर्दियों के लिए सर्दी की नींद में जाने की तैयारी कर रहा है और उसे 1000 पाउंड वजन बढ़ाने की जरूरत है। गर्मियों के अंत में, भालू जामुन और छोटे जंगल के जानवरों पर दावत देता है। शरद ऋतु के दौरान, यह अखरोट और सामन को भस्म कर देता है। यह गर्मियों में जामुन से अपने वजन का पांचवां हिस्सा प्राप्त करता है, और शरद ऋतु में, यह अखरोट से दोगुना वजन प्राप्त करता है। सैल्मन ने शेष वजन का आधा हिस्सा प्राप्त किया जो उसे प्राप्त करने के लिए आवश्यक था। उसने छोटे जानवरों को खाकर कितने पाउंड बढ़ाए? उत्तर: चलो एक-एक करके सोचें। भालू ने 1 / 5 * 1000 = <<1/5*1000=200>> 200 पाउंड जामुन से प्राप्त किया। इसने 2 * 200 = <<2*200=400>> 400 पाउंड एकॉर्न से प्राप्त किए। यह अभी भी 1000 - 200 - 400 = <<1000-200-400=400>> 400 पाउंड की जरूरत है। इस प्रकार, इसने सामन से 400 / 2 = <<400/2=200>> 200 पाउंड प्राप्त किए। इसलिए इस भालू ने छोटे जानवरों से 400 - 200 = <<400-200=200>> 200 पाउंड वजन बढ़ाया। #### 200","प्रश्न: एक भालू सर्दियों के लिए सर्दी की नींद में जाने की तैयारी कर रहा है और उसे 1000 पाउंड वजन बढ़ाने की जरूरत है। गर्मियों के अंत में, भालू जामुन और छोटे जंगल के जानवरों पर दावत देता है। शरद ऋतु के दौरान, यह अखरोट और सामन को भस्म कर देता है। यह गर्मियों में जामुन से अपने वजन का पांचवां हिस्सा प्राप्त करता है, और शरद ऋतु में, यह अखरोट से दोगुना वजन प्राप्त करता है। सैल्मन ने शेष वजन का आधा हिस्सा प्राप्त किया जो उसे प्राप्त करने के लिए आवश्यक था। उसने छोटे जानवरों को खाकर कितने पाउंड बढ़ाए? उत्तर: चलो एक-एक करके सोचें। भालू ने 1 / 5 * 1000 = <<1/5*1000=200>> 200 पाउंड जामुन से प्राप्त किया। इसने 2 * 200 = <<2*200=400>> 400 पाउंड एकॉर्न से प्राप्त किए। यह अभी भी 1000 - 200 - 400 = <<1000-200-400=400>> 400 पाउंड की जरूरत है। इस प्रकार, इसने सामन से 400 / 2 = <<400/2=200>> 200 पाउंड प्राप्त किए। इसलिए इस भालू ने छोटे जानवरों से 400 - 200 = <<400-200=200>> 200 पाउंड वजन बढ़ाया। जवाब है 200"
62,62,"प्रश्न: 24 डिब्बों में 290 लीटर तेल है। यदि 10 डिब्बों में से प्रत्येक में 8 लीटर तेल है, तो शेष डिब्बों में से प्रत्येक में कितना तेल है? उत्तर: चलो एक-एक करके सोचें। 10 डिब्बे 8 लीटर प्रत्येक के लिए कुल 10 * 8 = <<10*8=80>> 80 लीटर वहाँ हैं 290 - 80 = <<290-80=210>> 210 लीटर छोड़ दिया वहाँ हैं 24 - 10 = <<24-10=14>> 14 डिब्बे छोड़ दिया प्रत्येक शेष डिब्बे 210 / 14 = <<210/14=15>> 15 लीटर प्रत्येक #### 15","प्रश्न: 24 डिब्बों में 290 लीटर तेल है। यदि 10 डिब्बों में से प्रत्येक में 8 लीटर तेल है, तो शेष डिब्बों में से प्रत्येक में कितना तेल है? उत्तर: चलो एक-एक करके सोचें। 10 डिब्बे 8 लीटर प्रत्येक के लिए कुल 10 * 8 = <<10*8=80>> 80 लीटर है वहाँ 290 - 80 = <<290-80=210>> 210 लीटर छोड़ दिया है वहाँ 24 - 10 = <<24-10=14>> 14 डिब्बे छोड़ दिया है प्रत्येक शेष डिब्बे 210 / 14 = <<210/14=15>> 15 लीटर प्रत्येक है जवाब 15 है"
63,63,"प्रश्न: शोना का कसरत लक्ष्य 30 सिटअप है। सोमवार को, Shawna केवल 12 situps करने में सक्षम था, तो उसने फैसला किया कि वह मंगलवार को बाकी के लिए कर देगा. हालांकि, वह मंगलवार को केवल 19 सिटअप ही कर सकी। शॉना को अपने न्यूनतम लक्ष्य को पूरा करने के लिए बुधवार को कितने सिटअप करने होंगे और उन लोगों के लिए जो उसने नहीं किए हैं? उत्तर: चलो एक-एक करके सोचें। सोमवार को, शोना को 30 - 12 = <<30-12=18>> 18 सिटअप की कमी थी मंगलवार को, शोना को 30 - 19 = <<30-19=11>> 11 सिटअप की कमी थी बुधवार को, शोना को 30 + 18 + 11 = <<30+18+11=59>> 59 सिटअप #### 59 करना होगा","प्रश्न: शोना का कसरत लक्ष्य 30 सिटअप है। सोमवार को, Shawna केवल 12 situps करने में सक्षम था, तो उसने फैसला किया कि वह मंगलवार को बाकी के लिए कर देगा. हालांकि, वह मंगलवार को केवल 19 सिटअप ही कर सकी। शॉना को अपने न्यूनतम लक्ष्य को पूरा करने के लिए बुधवार को कितने सिटअप करने होंगे और उन लोगों के लिए जो उसने नहीं किए हैं? उत्तर: चलो एक-एक करके सोचें। सोमवार को, Shawna 30 - 12 = <<30-12=18>> 18 situps कम था मंगलवार को, Shawna 30 - 19 = <<30-19=11>> 11 situps कम था बुधवार को, Shawna 30 + 18 + 11 = <<30+18+11=59>> 59 situps करना होगा उत्तर 59 है"
64,64,प्रश्न: जेम्स अपनी मुख्य नौकरी में काम करते समय 20 डॉलर प्रति घंटा कमाते हैं। वह अपनी दूसरी नौकरी करते समय 20% कम कमाता है। वह अपनी मुख्य नौकरी में 30 घंटे और दूसरी नौकरी में आधे घंटे काम करता है। वह प्रति सप्ताह कितना कमाता है? उत्तर: चलो एक-एक करके सोचें। जेम्स अपनी दूसरी नौकरी करते समय 20*2=$ <<20*.2=4>> 4 कम कमाता है तो वह 20-4=$ <<20-4=16>> 16 एक घंटे कमाता है अपनी पहली नौकरी में वह 20*30=$ <<20*30=600>> 600 कमाता है वह अपनी दूसरी नौकरी में 30/2= <<30/2=15>> 15 घंटे काम करता है तो वह 15*16=$ <<15*16=240>> 240 कमाता है तो वह 600+240=$ <<600+240=840>> 840 एक सप्ताह #### 840,प्रश्न: जेम्स अपनी मुख्य नौकरी में काम करते समय 20 डॉलर प्रति घंटा कमाते हैं। वह अपनी दूसरी नौकरी करते समय 20% कम कमाता है। वह अपनी मुख्य नौकरी में 30 घंटे और दूसरी नौकरी में आधे घंटे काम करता है। वह प्रति सप्ताह कितना कमाता है? उत्तर: चलो एक-एक करके सोचें। जेम्स अपनी दूसरी नौकरी करते समय 20*2=$ <<20*.2=4>> 4 कम कमाता है तो वह 20-4=$ <<20-4=16>> 16 प्रति घंटा कमाता है अपनी पहली नौकरी में वह 20*30=$ <<20*30=600>> 600 कमाता है वह अपनी दूसरी नौकरी में 30/2= <<30/2=15>> 15 घंटे काम करता है तो वह 15*16=$ <<15*16=240>> 240 कमाता है तो वह 600+240=$ <<600+240=840>> 840 प्रति सप्ताह कमाता है जवाब है 840
65,65,प्रश्न: ली एक घास काटता है और 33 डॉलर लेता है। पिछले हफ़्ते उसने 16 लॉन काटे और तीन ग्राहकों में से प्रत्येक ने उसे 10 डॉलर की टिप दी। ली ने पिछले हफ़्ते लॉन काटकर कितने डॉलर कमाए? उत्तर: चलो एक-एक करके सोचें। 33 * 16 = $ <<33*16=528>> 528 3 * 10 = $ <<3*10=30>> 30 528 + 30 = $ <<528+30=558>> 558 ली ने पिछले सप्ताह लॉन काटना $558 कमाया। #### 558,प्रश्न: ली एक घास काटता है और 33 डॉलर लेता है। पिछले हफ़्ते उसने 16 लॉन काटे और तीन ग्राहकों में से प्रत्येक ने उसे 10 डॉलर की टिप दी। ली ने पिछले हफ़्ते लॉन काटकर कितने डॉलर कमाए? उत्तर: चलो एक-एक करके सोचें। 33 * 16 = $ <<33*16=528>> 528 3 * 10 = $ <<3*10=30>> 30 528 + 30 = $ <<528+30=558>> 558 ली ने पिछले सप्ताह लॉन काटना $558 कमाया। उत्तर है 558
66,66,"प्रश्न: तारा एक लैपटॉप खरीदने की योजना बना रही है जिसकी कीमत $1000 है। एक कंप्यूटर की दुकान प्रतिमाह 65 डॉलर की किश्तों में भुगतान स्वीकार करती है बशर्ते 20% जमा किया जाए। यदि तारा अग्रिम भुगतान के लिए अतिरिक्त $20 का भुगतान करना चाहती है, तो 4 महीने का भुगतान करने के बाद उसकी शेष राशि कितनी होगी? उत्तर: चलो एक-एक करके सोचें। तारा को $ 1000 x 20/100 = $ <<1000*20/100=200>> 200 का भुगतान करना होगा। चूंकि तारा अग्रिम भुगतान के लिए $20 अधिक का भुगतान करना चाहती है, इसलिए उसका कुल अग्रिम भुगतान $200 + $20 = $<<200+20=220>> 220 होगा। तो उसकी शेष शेष राशि एक वर्ष में देय है $1000 - $220 = $ <<1000-220=780>> 780. तारा को $780/वर्ष / 12 महीने/वर्ष = $<<780/12=65>> 65/माह का मासिक भुगतान करना होगा। 4 महीने के लिए उसके भुगतान की कुल लागत $ 65 महीने x 4 महीने = $ <<65*4=260>> 260 है। इसलिए, 4 महीने के बाद तारा की शेष राशि $780 - $260 = $<<780-260=520>> 520 है। #### 520","प्रश्न: तारा एक लैपटॉप खरीदने की योजना बना रही है जिसकी कीमत $1000 है। एक कंप्यूटर की दुकान प्रतिमाह 65 डॉलर की किश्तों में भुगतान स्वीकार करती है बशर्ते 20% जमा किया जाए। यदि तारा अग्रिम भुगतान के लिए अतिरिक्त $20 का भुगतान करना चाहती है, तो 4 महीने का भुगतान करने के बाद उसकी शेष राशि कितनी होगी? उत्तर: चलो एक-एक करके सोचें। तारा को $ 1000 x 20/100 = $ <<1000*20/100=200>> 200 का भुगतान करना होगा। चूंकि तारा अग्रिम भुगतान के लिए $20 अधिक का भुगतान करना चाहती है, इसलिए उसका कुल अग्रिम भुगतान $200 + $20 = $<<200+20=220>> 220 होगा। तो उसकी शेष शेष राशि एक वर्ष में देय है $1000 - $220 = $ <<1000-220=780>> 780. तारा को $780/वर्ष / 12 महीने/वर्ष = $<<780/12=65>> 65/माह का मासिक भुगतान करना होगा। 4 महीने के लिए उसके भुगतान की कुल लागत $ 65 महीने x 4 महीने = $ <<65*4=260>> 260 है। इसलिए, 4 महीने के बाद तारा की शेष राशि $780 - $260 = $<<780-260=520>> 520 है। जवाब है 520"
67,67,प्रश्न: जेसी और मिया एक सप्ताह की दौड़ में भाग ले रहे हैं। उनके पास 30 मील दौड़ने के लिए एक सप्ताह का समय है। पहले तीन दिनों में जेसी औसतन एक मील (2/3) की दूरी तय करता है। चौथे दिन वह 10 मील दौड़ती है। मिया पहले 4 दिनों में प्रतिदिन औसतन 3 मील की दूरी तय करती है। उनके औसत का औसत क्या है कि वे पिछले तीन दिनों में चलाने के लिए है? उत्तर: चलो एक-एक करके सोचें। जेसी पहले तीन दिनों में 2 मील चलाता है क्योंकि 3 x (2/3) = <<3*(2/3)=2>> 2 जेसी के पास चलाने के लिए 18 मील बचे हैं क्योंकि 30 - 10 - 2 = <<30-10-2=18>> 18 जेसी को एक दिन में औसतन 6 मील चलाना पड़ता है क्योंकि 18 / 3 = <<18/3=6>> 6 मिया पहले चार दिनों में 12 मील चलाती है क्योंकि 4 x 3 = <<4*3=12>> 12 उसके पास चलाने के लिए 18 मील बचे हैं क्योंकि 30 - 12 = <<30-12=18>> 18 उसे एक दिन में छह मील चलाना पड़ता है क्योंकि 18 / 3 = <<18/3=6>> 6 कुल वे दोनों को चलाना पड़ता है <<12=12>> 12 मील एक दिन में औसतन उन्हें प्रति दिन चलना पड़ता है 6 मील क्योंकि 12 / 2 = <<12/2=6>> 6 #### 6,प्रश्न: जेसी और मिया एक सप्ताह की दौड़ में भाग ले रहे हैं। उनके पास 30 मील दौड़ने के लिए एक सप्ताह का समय है। पहले तीन दिनों में जेसी औसतन एक मील (2/3) की दूरी तय करता है। चौथे दिन वह 10 मील दौड़ती है। मिया पहले 4 दिनों में प्रतिदिन औसतन 3 मील की दूरी तय करती है। उनके औसत का औसत क्या है कि वे पिछले तीन दिनों में चलाने के लिए है? उत्तर: चलो एक-एक करके सोचें। जेसी पहले तीन दिनों में 2 मील चलाता है क्योंकि 3 x (2/3) = <<3*(2/3)=2>> 2 जेसी के पास चलाने के लिए 18 मील बचे हैं क्योंकि 30 - 10 - 2 = <<30-10-2=18>> 18 जेसी को एक दिन में औसतन 6 मील चलाना होगा क्योंकि 18 / 3 = <<18/3=6>> 6 मिया पहले चार दिनों में 12 मील चलाती है क्योंकि 4 x 3 = <<4*3=12>> 12 उसके पास चलाने के लिए 18 मील बचे हैं क्योंकि 30 - 12 = <<30-12=18>> 18 उसे एक दिन में छह मील चलाना होगा क्योंकि 18 / 3 = <<18/3=6>> 6 कुल वे दोनों को चलाना होगा <<12=12>> 12 मील एक दिन में औसतन उन्हें प्रति दिन चलना होगा औसतन 6 मील है क्योंकि 12 / 2 = <<12/2=6>> 6 जवाब है 6
68,68,"प्रश्न: एल्सा और अमेली के सिक्कों का अनुपात 10:45 है। यदि उनके पास सिक्कों की कुल संख्या 440 है, और अमेली उसके पास जो है उसका 3/4 हिस्सा खिलौनों पर खर्च करती है, तो उसके पास कितने रहेंगे? उत्तर: चलो एक-एक करके सोचें। उनके दोनों के सिक्कों का कुल अनुपात 10+45 = <<10+45=55>> 55 अमेली के सिक्कों की संख्या का प्रतिनिधित्व करने वाले अनुपात का अंश 45/55 है, और चूंकि उनके पास सिक्कों की कुल संख्या 440 है, अमेली के पास 45/55*440 = <<45/55*440=360>> 360 सिक्के हैं। जब अमेली के पास जो कुछ है उसका 3/4 भाग वह 3/4*360 = <<3/4*360=270>> 270 सिक्कों के साथ बांटती है। उसके पास अभी भी 360 सिक्के हैं - 270 सिक्के = <<360-270=90>> 90 सिक्के #### 90","प्रश्न: एल्सा और अमेली के सिक्कों का अनुपात 10:45 है। यदि उनके पास सिक्कों की कुल संख्या 440 है, और अमेली उसके पास जो है उसका 3/4 हिस्सा खिलौनों पर खर्च करती है, तो उसके पास कितने रहेंगे? उत्तर: चलो एक-एक करके सोचें। उनके दोनों के सिक्कों का कुल अनुपात 10+45 = <<10+45=55>> 55 अमेली के सिक्कों की संख्या का प्रतिनिधित्व करने वाले अनुपात का अंश 45/55 है, और चूंकि उनके पास सिक्कों की कुल संख्या 440 है, अमेली के पास 45/55*440 = <<45/55*440=360>> 360 सिक्के हैं। जब अमेली के पास जो कुछ है उसका 3/4 भाग वह 3/4*360 = <<3/4*360=270>> 270 सिक्कों के साथ बांटती है। उसके पास अभी भी 360 सिक्के हैं - 270 सिक्के = <<360-270=90>> 90 सिक्के उत्तर 90 है"
