Unnamed: 0.1,Unnamed: 0,instruct,qa,_doc_id
2082,2082,"Q: Mildred and Candice went to the market. Mildred spent $25 while Candice spent $35. If their mom gave them $100 to spend, how much will be left with them after spending?
A: Let's think step by step.
Mildred and Candice spent $25 + $35 = $<<25+35=60>>60 in total.
Therefore, they were left with $100 - $60 = $<<100-60=40>>40 after spending.
#### 40","Q: Mildred and Candice went to the market. Mildred spent $25 while Candice spent $35. If their mom gave them $100 to spend, how much will be left with them after spending?
A: Let's think step by step.
Mildred and Candice spent $25 + $35 = $<<25+35=60>>60 in total.
Therefore, they were left with $100 - $60 = $<<100-60=40>>40 after spending.
The answer is 40",2082
2087,2087,"Q: A private company raised $2500 to be used for charity. They donated  80% to a public foundation with 8 organizations. How much money will each organization receive?
A: Let's think step by step.
The public foundation will have $2500 x 80/100 = $<<2500*80/100=2000>>2000.
So, each of the organizations will receive $2000 / 8 = $<<2000/8=250>>250.
#### 250","Q: A private company raised $2500 to be used for charity. They donated  80% to a public foundation with 8 organizations. How much money will each organization receive?
A: Let's think step by step.
The public foundation will have $2500 x 80/100 = $<<2500*80/100=2000>>2000.
So, each of the organizations will receive $2000 / 8 = $<<2000/8=250>>250.
The answer is 250",2087
2094,2094,"Q: A family is going to the amusement park. The adult tickets cost $22 for admission, and the tickets for children cost $7. The family consists of 2 adults and 2 children. What is the total price the family will pay for admission?
A: Let's think step by step.
To solve this problem you can set up an equation to represent the total price the family will pay, with a representing the number of adult tickets, c representing the number of children’s tickets, and p representing the total price of admission.
Thus 22a + 7c = p
Plug in the number of adults and children that plan to go to the amusement park: 22(2) + 7(2) = $<<22*2+7*2=58>>58 is the total cost for admission
#### 58","Q: A family is going to the amusement park. The adult tickets cost $22 for admission, and the tickets for children cost $7. The family consists of 2 adults and 2 children. What is the total price the family will pay for admission?
A: Let's think step by step.
To solve this problem you can set up an equation to represent the total price the family will pay, with a representing the number of adult tickets, c representing the number of children’s tickets, and p representing the total price of admission.
Thus 22a + 7c = p
Plug in the number of adults and children that plan to go to the amusement park: 22(2) + 7(2) = $<<22*2+7*2=58>>58 is the total cost for admission
The answer is 58",2094
2100,2100,"Q: Victoria was given a $50 bill by her mother to buy her friends snacks for their group meeting. She bought 2 boxes of pizza that costs $12 each and 2 packs of juice drinks that cost $2 each. How much money should Victoria return to her mother?
A: Let's think step by step.
Two boxes of pizza amount to $12 x 2 = $<<12*2=24>>24.
Two packs of juice amount to $2 x 2 = $<<2*2=4>>4.
Victoria paid a total of $24 + $4 = $<<24+4=28>>28.
Hence, she should return the $50 - $28 = $<<50-28=22>>22 to her mother.
#### 22","Q: Victoria was given a $50 bill by her mother to buy her friends snacks for their group meeting. She bought 2 boxes of pizza that costs $12 each and 2 packs of juice drinks that cost $2 each. How much money should Victoria return to her mother?
A: Let's think step by step.
Two boxes of pizza amount to $12 x 2 = $<<12*2=24>>24.
Two packs of juice amount to $2 x 2 = $<<2*2=4>>4.
Victoria paid a total of $24 + $4 = $<<24+4=28>>28.
Hence, she should return the $50 - $28 = $<<50-28=22>>22 to her mother.
The answer is 22",2100
2103,2103,"Q: A father is buying sand to fill his son's new sandbox, but he is worried that the sand will be too heavy for his car.  The sandbox is square, with each side being 40 inches long.  If a 30-pound bag of sand is enough to fill 80 square inches of the sandbox to an adequate depth, how many pounds of sand are needed to fill the box completely?
A: Let's think step by step.
The sandbox has an area of 40*40 = <<40*40=1600>>1600 square inches.
To fill this area, 1600/80 = <<1600/80=20>>20 bags of sand are needed.
Then, the weight of these bags is 20*30 = <<20*30=600>>600 pounds.
#### 600","Q: A father is buying sand to fill his son's new sandbox, but he is worried that the sand will be too heavy for his car.  The sandbox is square, with each side being 40 inches long.  If a 30-pound bag of sand is enough to fill 80 square inches of the sandbox to an adequate depth, how many pounds of sand are needed to fill the box completely?
A: Let's think step by step.
The sandbox has an area of 40*40 = <<40*40=1600>>1600 square inches.
To fill this area, 1600/80 = <<1600/80=20>>20 bags of sand are needed.
Then, the weight of these bags is 20*30 = <<20*30=600>>600 pounds.
The answer is 600",2103
2108,2108,"Q: Adam bought 15 apples on Monday. On Tuesday he bought 3 times that quantity. On Wednesday he bought 4 times the quantity he bought on Tuesday. What is the total quantity Adam bought on these three days?
A: Let's think step by step.
On Tuesday, Adam bought 3 * 15 apples = <<3*15=45>>45 apples.
On Wednesday, Adam bought 4 * 45 apples = <<4*45=180>>180 apples.
Adam bought 15 apples + 45 apples + 180 apples = <<15+45+180=240>>240 apples on the three days.
#### 240","Q: Adam bought 15 apples on Monday. On Tuesday he bought 3 times that quantity. On Wednesday he bought 4 times the quantity he bought on Tuesday. What is the total quantity Adam bought on these three days?
A: Let's think step by step.
On Tuesday, Adam bought 3 * 15 apples = <<3*15=45>>45 apples.
On Wednesday, Adam bought 4 * 45 apples = <<4*45=180>>180 apples.
Adam bought 15 apples + 45 apples + 180 apples = <<15+45+180=240>>240 apples on the three days.
The answer is 240",2108
2115,2115,"Q: For his birthday, Aku invited 4 friends. His mother bought 3 packages of cookies each containing 25 cookies. After playing football, the children came to eat and celebrate Aku's 10th birthday, each eating an equal number of all the cookies. Calculate the number of cookies that each child will eat.
A: Let's think step by step.
Let’s first calculate the total number of cookies: 25 X 3 = 75 cookies
Let us now share these cookies among the 5 children: 75 / 5 =<<75/5=15>>15 cookies
#### 15","Q: For his birthday, Aku invited 4 friends. His mother bought 3 packages of cookies each containing 25 cookies. After playing football, the children came to eat and celebrate Aku's 10th birthday, each eating an equal number of all the cookies. Calculate the number of cookies that each child will eat.
A: Let's think step by step.
Let’s first calculate the total number of cookies: 25 X 3 = 75 cookies
Let us now share these cookies among the 5 children: 75 / 5 =<<75/5=15>>15 cookies
The answer is 15",2115
2119,2119,"Q: A class of 12 students was about to share 108 oranges equally among themselves when it was discovered that 36 of the oranges were bad and had to be thrown away. How many oranges less will each student get now than if no orange had to be thrown away?
A: Let's think step by step.
If the 12 students had shared the 108 oranges, each student would have gotten 108/12 = <<108/12=9>>9 oranges
But 36 were removed so there are 108-36 = <<108-36=72>>72 oranges left
So 12 shared 72 for each to get 72/12 = <<72/12=6>>6 oranges
This is 9-6 = <<9-6=3>>3 less than they would each get if they did not have to throw any orange away.
#### 3","Q: A class of 12 students was about to share 108 oranges equally among themselves when it was discovered that 36 of the oranges were bad and had to be thrown away. How many oranges less will each student get now than if no orange had to be thrown away?
A: Let's think step by step.
If the 12 students had shared the 108 oranges, each student would have gotten 108/12 = <<108/12=9>>9 oranges
But 36 were removed so there are 108-36 = <<108-36=72>>72 oranges left
So 12 shared 72 for each to get 72/12 = <<72/12=6>>6 oranges
This is 9-6 = <<9-6=3>>3 less than they would each get if they did not have to throw any orange away.
The answer is 3",2119
2126,2126,"Q: Adam teaches 50 students a year. How many students will Adam teach in 10 years if in the first year he only teaches 40 students?
A: Let's think step by step.
Adam will teach 50 * 9 = <<50*9=450>>450 students in 9 years.
So, in 10 year Adam will teach 450 + 40 = <<450+40=490>>490 students.
#### 490","Q: Adam teaches 50 students a year. How many students will Adam teach in 10 years if in the first year he only teaches 40 students?
A: Let's think step by step.
Adam will teach 50 * 9 = <<50*9=450>>450 students in 9 years.
So, in 10 year Adam will teach 450 + 40 = <<450+40=490>>490 students.
The answer is 490",2126
2129,2129,"Q: A farmer is selling ducks and chickens at the market. He sells ducks for $10 and chickens for $8. He sells 5 chickens and some ducks. He then spends half his earnings on a new wheelbarrow. After buying it, someone sees it and agrees to pay the farmer double what the farmer paid and the farmer earns another $60. How many ducks did the farmer sell?
A: Let's think step by step.
The wheelbarrow cost $30 because 60 / 2 = <<60/2=30>>30
The farmer earned $60 from selling fowl because 30 / (1/2) = <<30/(1/2)=60>>60
The farmer earned $40 selling chickens because 5 x 8 = <<5*8=40>>40
The farmer earned $20 selling ducks because 60 - 40 = <<60-40=20>>20
The farmer sold 2 ducks because 20 / 10 = <<20/10=2>>2
#### 2","Q: A farmer is selling ducks and chickens at the market. He sells ducks for $10 and chickens for $8. He sells 5 chickens and some ducks. He then spends half his earnings on a new wheelbarrow. After buying it, someone sees it and agrees to pay the farmer double what the farmer paid and the farmer earns another $60. How many ducks did the farmer sell?
A: Let's think step by step.
The wheelbarrow cost $30 because 60 / 2 = <<60/2=30>>30
The farmer earned $60 from selling fowl because 30 / (1/2) = <<30/(1/2)=60>>60
The farmer earned $40 selling chickens because 5 x 8 = <<5*8=40>>40
The farmer earned $20 selling ducks because 60 - 40 = <<60-40=20>>20
The farmer sold 2 ducks because 20 / 10 = <<20/10=2>>2
The answer is 2",2129
2131,2131,"Q: How many right triangles with a height of 2 inches and a width of two inches could fit inside a square with 2-inch sides?
A: Let's think step by step.
A triangle with a height of 2 inches and width of 2 inches has an area of 2 square inches because (1/2) x 2 x 2 = <<(1/2)*2*2=2>>2
The square has an area of 4 square inches because 2 x 2 = <<2*2=4>>4
2 triangles would fit because 4 / 2 = <<4/2=2>>2
#### 2","Q: How many right triangles with a height of 2 inches and a width of two inches could fit inside a square with 2-inch sides?
A: Let's think step by step.
A triangle with a height of 2 inches and width of 2 inches has an area of 2 square inches because (1/2) x 2 x 2 = <<(1/2)*2*2=2>>2
The square has an area of 4 square inches because 2 x 2 = <<2*2=4>>4
2 triangles would fit because 4 / 2 = <<4/2=2>>2
The answer is 2",2131
2133,2133,"Q: The cost of purchasing two commodities is $827. If the purchase price of the first one exceeds the other by $127, what is the purchase price of the first commodity?
A: Let's think step by step.
Let X be the price of the first commodity, so the price of the second commodity is X - $127.
The cost of purchasing two of them is X + (X - $127) = $827.
Combining like terms, we get X*2 - $127 = $827.
Subtracting $137 from both sides, we get X*2 = $954.
Dividing both sides by 2, we get X = $477.
#### 477","Q: The cost of purchasing two commodities is $827. If the purchase price of the first one exceeds the other by $127, what is the purchase price of the first commodity?
A: Let's think step by step.
Let X be the price of the first commodity, so the price of the second commodity is X - $127.
The cost of purchasing two of them is X + (X - $127) = $827.
Combining like terms, we get X*2 - $127 = $827.
Subtracting $137 from both sides, we get X*2 = $954.
Dividing both sides by 2, we get X = $477.
The answer is 477",2133
2138,2138,"Q: A carpenter made ten tables for this month. Last month, he made three fewer tables than this month. How many tables did the carpenter make in total?
A: Let's think step by step.
The carpenter made 10 - 3 = <<10-3=7>>7 tables last month.
So, the carpenter made 10 + 7 = <<10+7=17>>17 tables in all.
#### 17","Q: A carpenter made ten tables for this month. Last month, he made three fewer tables than this month. How many tables did the carpenter make in total?
A: Let's think step by step.
The carpenter made 10 - 3 = <<10-3=7>>7 tables last month.
So, the carpenter made 10 + 7 = <<10+7=17>>17 tables in all.
The answer is 17",2138
2139,2139,"Q: If there are sixty-five dolphins in the ocean, and three times that number joins in from a river which has its mouth at the ocean, calculate the total number of dolphins in the ocean.
A: Let's think step by step.
When three times the number of dolphins in the ocean joins in from a river, the number of dolphins in the ocean increases by 3 *65 = <<3*65=195>>195
The total number of dolphins in the ocean increases to 195+65 = <<195+65=260>>260
#### 260","Q: If there are sixty-five dolphins in the ocean, and three times that number joins in from a river which has its mouth at the ocean, calculate the total number of dolphins in the ocean.
A: Let's think step by step.
When three times the number of dolphins in the ocean joins in from a river, the number of dolphins in the ocean increases by 3 *65 = <<3*65=195>>195
The total number of dolphins in the ocean increases to 195+65 = <<195+65=260>>260
The answer is 260",2139
2141,2141,"Q: Jerry mows 8 acres of lawn each week. He mows ¾ of it with a riding mower that can cut 2 acres an hour. He mows the rest with a push mower that can cut 1 acre an hour. How long does Jerry mow each week?
A: Let's think step by step.
Jerry mows 8 acres x ¾ = 6 acres with a riding mower.
It will take him 6 acres / 2 each hour = <<6/2=3>>3 hours.
Jerry mows 8 acres – 6 acres mowed with a riding mower = <<8-6=2>>2 acres with a push mower.
It will take him 2 acres x 1 hour = <<2*1=2>>2 hours.
It takes Jerry a total of 3 hours on the riding mower + 2 hours on the push mower = <<3+2=5>>5 hours.
#### 5","Q: Jerry mows 8 acres of lawn each week. He mows ¾ of it with a riding mower that can cut 2 acres an hour. He mows the rest with a push mower that can cut 1 acre an hour. How long does Jerry mow each week?
A: Let's think step by step.
Jerry mows 8 acres x ¾ = 6 acres with a riding mower.
It will take him 6 acres / 2 each hour = <<6/2=3>>3 hours.
Jerry mows 8 acres – 6 acres mowed with a riding mower = <<8-6=2>>2 acres with a push mower.
It will take him 2 acres x 1 hour = <<2*1=2>>2 hours.
It takes Jerry a total of 3 hours on the riding mower + 2 hours on the push mower = <<3+2=5>>5 hours.
The answer is 5",2141
2144,2144,"Q: Sharon’s vacation rental has a Keurig coffee machine.  She will be there for 40 days.  She has 3 cups of coffee (3 coffee pods) every morning.  Her coffee pods come 30 pods to a box for $8.00.  How much will she spend on coffee to last her for the entire vacation?
A: Let's think step by step.
She'll be on vacation for 40 days and drinks 3 cups of coffee/pods per day for a total of 40*3 = <<40*3=120>>120 coffee pods
Her coffee pods come 30 in a box and she needs 120 coffee pods so that’s 120/30 = <<120/30=4>>4 boxes
Each box costs $8.00 and she needs 4 boxes so that’s 8*4 = $<<8*4=32.00>>32.00
#### 32","Q: Sharon’s vacation rental has a Keurig coffee machine.  She will be there for 40 days.  She has 3 cups of coffee (3 coffee pods) every morning.  Her coffee pods come 30 pods to a box for $8.00.  How much will she spend on coffee to last her for the entire vacation?
A: Let's think step by step.
She'll be on vacation for 40 days and drinks 3 cups of coffee/pods per day for a total of 40*3 = <<40*3=120>>120 coffee pods
Her coffee pods come 30 in a box and she needs 120 coffee pods so that’s 120/30 = <<120/30=4>>4 boxes
Each box costs $8.00 and she needs 4 boxes so that’s 8*4 = $<<8*4=32.00>>32.00
The answer is 32",2144
2149,2149,"Q: Ocho has 8 friends and half are girls. His friends who are boys like to play theater with him. How many boys play theater with him?
A: Let's think step by step.
Half his friends are boys because 1 - 1/2 = 1/2
He plays with four boys because 8 x 1/2= <<8*1/2=4>>4
#### 4","Q: Ocho has 8 friends and half are girls. His friends who are boys like to play theater with him. How many boys play theater with him?
A: Let's think step by step.
Half his friends are boys because 1 - 1/2 = 1/2
He plays with four boys because 8 x 1/2= <<8*1/2=4>>4
The answer is 4",2149
2153,2153,"Q: Felicia is baking a cake. She needs 2 cups of flour, a cup of white sugar, a 1/4 cup of brown sugar, and a 1/2 cup of oil. Her only measuring scoop is 1/4 cup. How many times does she fill it to complete the measurements?
A: Let's think step by step.
She fills it 8 times for the flour because 2 / (1/4) =<<2/(1/4)=8>>8
She fills it 4 times for the white sugar because 1 / (1/4) = <<1/(1/4)=4>>4
She fills is 2 times for the oil because (1/2) / (1/4) = <<(1/2)/(1/4)=2>>2
She fills it 1 time for the brown sugar because she needs exactly 1/4 of a cup
She fills is 15 times because 8 + 4 + 2 + 1 equals <<8+4+2+1=15>>15
#### 15","Q: Felicia is baking a cake. She needs 2 cups of flour, a cup of white sugar, a 1/4 cup of brown sugar, and a 1/2 cup of oil. Her only measuring scoop is 1/4 cup. How many times does she fill it to complete the measurements?
A: Let's think step by step.
She fills it 8 times for the flour because 2 / (1/4) =<<2/(1/4)=8>>8
She fills it 4 times for the white sugar because 1 / (1/4) = <<1/(1/4)=4>>4
She fills is 2 times for the oil because (1/2) / (1/4) = <<(1/2)/(1/4)=2>>2
She fills it 1 time for the brown sugar because she needs exactly 1/4 of a cup
She fills is 15 times because 8 + 4 + 2 + 1 equals <<8+4+2+1=15>>15
The answer is 15",2153
2154,2154,"Q: The spacecraft Gibraltar is a mountain-sized intergalactic vehicle for transporting equipment, building materials, and families to establish colonies on far-away planets.  At full capacity, the vehicle can carry 300 family units with four people per family.  The space flight is expected to take years, and it is expected that the size of families will grow during the space voyage.  Therefore, when the spacecraft leaves the earth, it will carry 100 people less than one-third of the ship's capacity.  How many people will be on the ship to start the journey?
A: Let's think step by step.
The full capacity of the ship is 300 * 4 = <<300*4=1200>>1200 people.
One-third of capacity is 1200/3 = <<1200/3=400>>400 people.
100 less than one-third capacity is 400 - 100 = 300 people.
#### 300","Q: The spacecraft Gibraltar is a mountain-sized intergalactic vehicle for transporting equipment, building materials, and families to establish colonies on far-away planets.  At full capacity, the vehicle can carry 300 family units with four people per family.  The space flight is expected to take years, and it is expected that the size of families will grow during the space voyage.  Therefore, when the spacecraft leaves the earth, it will carry 100 people less than one-third of the ship's capacity.  How many people will be on the ship to start the journey?
A: Let's think step by step.
The full capacity of the ship is 300 * 4 = <<300*4=1200>>1200 people.
One-third of capacity is 1200/3 = <<1200/3=400>>400 people.
100 less than one-third capacity is 400 - 100 = 300 people.
The answer is 300",2154
2158,2158,"Q: A housewife goes to the market. She spent 2/3 of her $150. How much does she have left?
A: Let's think step by step.
The housewife has 3/3 - 2/3 = 1/3 of $150 left.
This means she has $150 * (1/3) = $<<150*(1/3)=50>>50 left.
#### 50","Q: A housewife goes to the market. She spent 2/3 of her $150. How much does she have left?
A: Let's think step by step.
The housewife has 3/3 - 2/3 = 1/3 of $150 left.
This means she has $150 * (1/3) = $<<150*(1/3)=50>>50 left.
The answer is 50",2158
2164,2164,"Q: There are 24 toys in the box and ¼ of them are action figures. The remaining toys are all dolls. How many dolls are there?
A: Let's think step by step.
Since there are 24 toys in the box, there are ¼ * 24 = 6 action figures.
Because the rest of the toys are dolls, there are 24 - 6 = <<24-6=18>>18 dolls in the box.
#### 18","Q: There are 24 toys in the box and ¼ of them are action figures. The remaining toys are all dolls. How many dolls are there?
A: Let's think step by step.
Since there are 24 toys in the box, there are ¼ * 24 = 6 action figures.
Because the rest of the toys are dolls, there are 24 - 6 = <<24-6=18>>18 dolls in the box.
The answer is 18",2164
2165,2165,"Q: There are 381 pages in Elliot’s book.  He has already read 149 pages.  If he reads 20 pages a day for a week, how many pages are still left to be read?
A: Let's think step by step.
In a week, Elliot will read 20 x 7 = <<20*7=140>>140 pages.
Adding the prior readings, he has read a total of 149 + 140 = <<149+140=289>>289 pages.
There are 381 - 289 = <<381-289=92>>92 pages still left to be read.
#### 92","Q: There are 381 pages in Elliot’s book.  He has already read 149 pages.  If he reads 20 pages a day for a week, how many pages are still left to be read?
A: Let's think step by step.
In a week, Elliot will read 20 x 7 = <<20*7=140>>140 pages.
Adding the prior readings, he has read a total of 149 + 140 = <<149+140=289>>289 pages.
There are 381 - 289 = <<381-289=92>>92 pages still left to be read.
The answer is 92",2165
2171,2171,"Q: In the first team, Beth scored 12 while Jan scored 10. In the second team, Judy scored 8 while Angel scored 11. How many more points did the first team get than the second team?
A: Let's think step by step.
Beth and Jan scored a total of 12 + 10 = <<12+10=22>>22.
Judy and Angel scored a total of 8 + 11 = <<8+11=19>>19.
Thus, the first team scores 22 - 19 = <<22-19=3>>3 more points than the second team.
#### 3","Q: In the first team, Beth scored 12 while Jan scored 10. In the second team, Judy scored 8 while Angel scored 11. How many more points did the first team get than the second team?
A: Let's think step by step.
Beth and Jan scored a total of 12 + 10 = <<12+10=22>>22.
Judy and Angel scored a total of 8 + 11 = <<8+11=19>>19.
Thus, the first team scores 22 - 19 = <<22-19=3>>3 more points than the second team.
The answer is 3",2171
2174,2174,"Q: Axel bought an aquarium that was marked down 50% from an original price of $120. But he also paid additional sales tax equal to 5% of the reduced price. What was the total cost of the aquarium?
A: Let's think step by step.
The aquarium was bought for $120 x 50/100 = $<<120*50/100=60>>60 less.
So the marked down price of the aquarium was $120 - $60 = $<<120-60=60>>60.
Axel paid $60 x 5/100 = $<<60*5/100=3>>3 additional for the sales tax.
Therefore, the total cost of the aquarium was $60 + $3 = $<<60+3=63>>63.
#### 63","Q: Axel bought an aquarium that was marked down 50% from an original price of $120. But he also paid additional sales tax equal to 5% of the reduced price. What was the total cost of the aquarium?
A: Let's think step by step.
The aquarium was bought for $120 x 50/100 = $<<120*50/100=60>>60 less.
So the marked down price of the aquarium was $120 - $60 = $<<120-60=60>>60.
Axel paid $60 x 5/100 = $<<60*5/100=3>>3 additional for the sales tax.
Therefore, the total cost of the aquarium was $60 + $3 = $<<60+3=63>>63.
The answer is 63",2174
2192,2192,"Q: Suzanne wants to raise money for charity by running a 5-kilometer race. Her parents have pledged to donate $10 for her first kilometer and double the donation for every successive kilometer. If Suzanne finishes the race, how much money will her parents donate?
A: Let's think step by step.
For the 2nd kilometer, the donation will be $10 * 2 = $<<10*2=20>>20.
For the 3rd kilometer, the donation will be $20 * 2 = $<<20*2=40>>40.
For the 4th kilometer, the donation will be $40 * 2 = $<<40*2=80>>80.
For the final kilometer, the donation will be $80 * 2 = $<<80*2=160>>160.
For the entire race the donation will be $10 + $20 + $40 + $80 + $160 = $<<10+20+40+80+160=310>>310.
#### 310","Q: Suzanne wants to raise money for charity by running a 5-kilometer race. Her parents have pledged to donate $10 for her first kilometer and double the donation for every successive kilometer. If Suzanne finishes the race, how much money will her parents donate?
A: Let's think step by step.
For the 2nd kilometer, the donation will be $10 * 2 = $<<10*2=20>>20.
For the 3rd kilometer, the donation will be $20 * 2 = $<<20*2=40>>40.
For the 4th kilometer, the donation will be $40 * 2 = $<<40*2=80>>80.
For the final kilometer, the donation will be $80 * 2 = $<<80*2=160>>160.
For the entire race the donation will be $10 + $20 + $40 + $80 + $160 = $<<10+20+40+80+160=310>>310.
The answer is 310",2192
2200,2200,"Q: Farmer Brown fed 7 chickens and 5 sheep. How many total legs were there among the animals he fed?
A: Let's think step by step.
The chickens had 7*2=<<7*2=14>>14 legs.
The sheep had 5*4=<<5*4=20>>20 legs.
There were 14+20=<<14+20=34>>34 legs.
#### 34","Q: Farmer Brown fed 7 chickens and 5 sheep. How many total legs were there among the animals he fed?
A: Let's think step by step.
The chickens had 7*2=<<7*2=14>>14 legs.
The sheep had 5*4=<<5*4=20>>20 legs.
There were 14+20=<<14+20=34>>34 legs.
The answer is 34",2200
2213,2213,"Q: Nancy agreed to pay 40% of the cost of her daughter's car insurance, which costs $80 a month. How much will Nancy pay each year?
A: Let's think step by step.
First calculate Nancy's monthly portion of the car insurance by multiplying the total cost by 40%: .4 * $80 = $<<.4*80=32>>32
Then multiply the monthly cost by 12 to find the annual cost: $32 * 12 = $<<32*12=384>>384
#### 384","Q: Nancy agreed to pay 40% of the cost of her daughter's car insurance, which costs $80 a month. How much will Nancy pay each year?
A: Let's think step by step.
First calculate Nancy's monthly portion of the car insurance by multiplying the total cost by 40%: .4 * $80 = $<<.4*80=32>>32
Then multiply the monthly cost by 12 to find the annual cost: $32 * 12 = $<<32*12=384>>384
The answer is 384",2213
2217,2217,"Q: Mrs. Taylor bought two smart televisions that cost $650 each. If the total sales price had a 25% discount, how much did Mrs. Taylor pay for the two televisions?
A: Let's think step by step.
The total cost of the two smart televisions is $650 x 2 = $<<650*2=1300>>1300.
The total discount of the two smart televisions is $1300 x 25/100 = $<<1300*25/100=325>>325
Mrs. Taylor paid $1300 - $325 = $<<1300-325=975>>975 for the two smart televisions.
#### 975","Q: Mrs. Taylor bought two smart televisions that cost $650 each. If the total sales price had a 25% discount, how much did Mrs. Taylor pay for the two televisions?
A: Let's think step by step.
The total cost of the two smart televisions is $650 x 2 = $<<650*2=1300>>1300.
The total discount of the two smart televisions is $1300 x 25/100 = $<<1300*25/100=325>>325
Mrs. Taylor paid $1300 - $325 = $<<1300-325=975>>975 for the two smart televisions.
The answer is 975",2217
2226,2226,"Q: Every week of last month Paul tried out a new cake recipe.  The first week, he followed a cake recipe that called for 24 cups of sugar. Each week after that, he reduced the amount of sugar by half. How much sugar did he use for the cake on the fourth week?
A: Let's think step by step.
On the 2nd week, Paul halved the first week's sugar, therefore he used 24/2 = <<24/2=12>>12 cups
The third week, Paul used 12/2 = <<12/2=6>>6 cups
The fourth week, he used 6/2 = <<6/2=3>>3 cups
#### 3","Q: Every week of last month Paul tried out a new cake recipe.  The first week, he followed a cake recipe that called for 24 cups of sugar. Each week after that, he reduced the amount of sugar by half. How much sugar did he use for the cake on the fourth week?
A: Let's think step by step.
On the 2nd week, Paul halved the first week's sugar, therefore he used 24/2 = <<24/2=12>>12 cups
The third week, Paul used 12/2 = <<12/2=6>>6 cups
The fourth week, he used 6/2 = <<6/2=3>>3 cups
The answer is 3",2226
2228,2228,"Q: Billy has four horses. Each one eats 4 pounds of oats, twice a day. How many pounds of oats does he need to feed his horses for 3 days?
A: Let's think step by step.
At each feeding Billy serves 4 horses x 4 pounds of oats/horse = <<4*4=16>>16 pounds/feeding
Each day Billy uses 16 pounds of oats/feeding x 2 feedings/day = <<16*2=32>>32 pounds of oats/day
Triple that amount to find the amount of oats needed to feed the four horses for three days: 32 pounds of oats/day x 3 days = <<32*3=96>>96 pounds
#### 96","Q: Billy has four horses. Each one eats 4 pounds of oats, twice a day. How many pounds of oats does he need to feed his horses for 3 days?
A: Let's think step by step.
At each feeding Billy serves 4 horses x 4 pounds of oats/horse = <<4*4=16>>16 pounds/feeding
Each day Billy uses 16 pounds of oats/feeding x 2 feedings/day = <<16*2=32>>32 pounds of oats/day
Triple that amount to find the amount of oats needed to feed the four horses for three days: 32 pounds of oats/day x 3 days = <<32*3=96>>96 pounds
The answer is 96",2228
2234,2234,"Q: Susie babysits every day for 3 hours a day at the rate of $10 per hour. She spent 3/10 of the money she earned from last week to buy a make-up set. She then spent 2/5 of her money on her skincare products. How much is left from her earnings last week, in dollars?
A: Let's think step by step.
Susie earned $10 x 3 = $<<10*3=30>>30 per day.
Last week, she earned a total of $30 x 7 = $<<30*7=210>>210.
She spent $210 x 3/10 = $<<210*3/10=63>>63 on make-up.
While she spent $210 x 2/5 = $<<210*2/5=84>>84 on her skincare products.
Thus, she spent a total of $63 + $84 = $<<63+84=147>>147 from her earnings.
Therefore, Susie is left with $210 - $147 = $<<210-147=63>>63 from her earnings last week.
#### 63","Q: Susie babysits every day for 3 hours a day at the rate of $10 per hour. She spent 3/10 of the money she earned from last week to buy a make-up set. She then spent 2/5 of her money on her skincare products. How much is left from her earnings last week, in dollars?
A: Let's think step by step.
Susie earned $10 x 3 = $<<10*3=30>>30 per day.
Last week, she earned a total of $30 x 7 = $<<30*7=210>>210.
She spent $210 x 3/10 = $<<210*3/10=63>>63 on make-up.
While she spent $210 x 2/5 = $<<210*2/5=84>>84 on her skincare products.
Thus, she spent a total of $63 + $84 = $<<63+84=147>>147 from her earnings.
Therefore, Susie is left with $210 - $147 = $<<210-147=63>>63 from her earnings last week.
The answer is 63",2234
2236,2236,"Q: Evie is collecting seashells while at the beach.  Each day she collects her favorite 10 shells.  At the end of 6 days, she gives 2 shells to her brother.  How many shells does she have left?
A: Let's think step by step.
Multiply the number of shells collected each day by 6, to get the total number of seashells Evie has collected: 10 x 6 = <<10*6=60>>60 seashells
Subtract the 2 shells she gave her brother, to get the number of shells she has left: 60 - 2 = <<60-2=58>>58 seashells
#### 58","Q: Evie is collecting seashells while at the beach.  Each day she collects her favorite 10 shells.  At the end of 6 days, she gives 2 shells to her brother.  How many shells does she have left?
A: Let's think step by step.
Multiply the number of shells collected each day by 6, to get the total number of seashells Evie has collected: 10 x 6 = <<10*6=60>>60 seashells
Subtract the 2 shells she gave her brother, to get the number of shells she has left: 60 - 2 = <<60-2=58>>58 seashells
The answer is 58",2236
2238,2238,"Q: Paul is a chicken trader. One week he had 80 chickens in total to sell at the market. Before he left the farm, he sold his neighbor 12 chickens. At the gate, before the market opens, he got a quick customer and sold another 25 chickens. How many chickens was Paul left with to sell at the market?
A: Let's think step by step.
Before the market opened, Paul sold 12 + 25 = <<12+25=37>>37 chickens
So he had 80 - 37 = <<80-37=43>>43 chickens left to sell at the market.
#### 43","Q: Paul is a chicken trader. One week he had 80 chickens in total to sell at the market. Before he left the farm, he sold his neighbor 12 chickens. At the gate, before the market opens, he got a quick customer and sold another 25 chickens. How many chickens was Paul left with to sell at the market?
A: Let's think step by step.
Before the market opened, Paul sold 12 + 25 = <<12+25=37>>37 chickens
So he had 80 - 37 = <<80-37=43>>43 chickens left to sell at the market.
The answer is 43",2238
